year,month,avg_si,num,std
2021,1,0.1755738108210676,143,0.0331865590833284
2021,2,0.27552623749298344,143,0.03635736359904601
2021,3,0.2748405354485586,143,0.022336088211120583
2021,4,0.16784093612079534,143,0.02098697381740756
2021,5,0.1931898568983958,143,0.02156699833470501
2021,6,0.13660253995511634,143,0.0404285704899265
2021,7,0.4010964443179305,143,0.02874468813414615
2021,8,0.3006155746752434,143,0.019787306305083154
2021,9,0.36903187813092214,143,0.01907983690692211
2021,10,0.42089487021580146,143,0.03203114212784939
2021,11,0.23665165251629344,143,0.02364038907501482
2021,12,0.15994917444738496,143,0.01799018267535736
2022,1,0.17460881426972885,143,0.024817039047837736
2022,2,0.21378976912806869,143,0.03391420306290242
2022,3,0.22477443287546606,143,0.02313809384843247
2022,4,0.1484410031613121,143,0.018604645986490236
2022,5,0.5076218013770222,143,0.027235507414577843
2022,6,0.34034281916600223,143,0.023119117316370508
2022,7,0.3872223728787604,143,0.021002917700338516
2022,8,0.3542250675451838,143,0.016200779101929307
2022,9,0.5051183539942293,143,0.023572901154702494
2022,10,0.30442327467218605,143,0.023792514921570546
2022,11,0.3702148791202039,143,0.030369052384281087
2022,12,0.32397750854548796,143,0.018447895116046043
2023,1,0.22039145163205545,143,0.01550699858343723
2023,2,0.22596392955977823,143,0.021568165332636634
2023,3,0.1184767480753244,143,0.013453300123284983
2023,4,0.4207742819365555,143,0.022508425123867068
2023,5,0.4039878227161106,143,0.02243836471790984
2023,6,0.17986599859876526,143,0.012984436405502205
2023,7,0.49573124013062586,143,0.04684129399554294
2023,8,0.2898949417086853,143,0.01927163053109106
2023,9,0.46103790150159063,143,0.03388749626572866
2023,10,0.26625244007920684,143,0.021250260114583676
2023,11,0.15084412049990495,143,0.00960326162577975
2023,12,0.10978238422864782,143,0.0195526678156171
2024,1,0.18024839502089826,143,0.011924548852007714
2024,2,0.31214358374297113,143,0.025532492556209783
2024,3,0.2707046207264677,143,0.02727963117197484
2024,4,0.19347105013221932,143,0.02455608680193106
2024,5,0.34223419852446274,143,0.051172622274397256
2024,6,0.3417874303807405,143,0.061137765114431114
2024,7,0.33444133182448466,143,0.05723058274830269
2024,8,0.2394808774798674,143,0.022762206432041437
2024,9,0.2773893679628423,143,0.013144768127235248
2024,10,0.3010371222167243,143,0.021263664956221007
2024,11,0.154287218662985,143,0.010768211689898537
2024,12,0.2372905800459957,143,0.023994805621740084
