year,month,avg_si,num,std
2021,1,0.35510304594694264,143,0.03986431556420944
2021,2,0.5371506980200844,143,0.06362371940201207
2021,3,0.7984449011713004,143,0.09247531315979586
2021,4,0.31169090369884944,143,0.030847902643036475
2021,5,0.3079701601407963,143,0.02418623727327948
2021,6,0.2866600562865664,143,0.02219345643377561
2021,7,0.5148952754538634,143,0.039233149888207544
2021,8,0.5109796670683031,143,0.03256278001606794
2021,9,0.44672999009323344,143,0.037960122401917124
2021,10,0.6289670047514246,143,0.08344536149036964
2021,11,0.4153527076002461,143,0.06029157397983488
2021,12,0.4926692338756708,143,0.05846639993230498
2022,1,0.3397878171525633,143,0.052034516601031165
2022,2,0.39265301828683724,143,0.04458427318668944
2022,3,0.4796728803007522,143,0.05089257781839123
2022,4,0.3023186356976349,143,0.039790542442021605
2022,5,0.39911435345850615,143,0.04776965079383384
2022,6,0.4672847190776357,143,0.037674378880578854
2022,7,0.36187167710253987,143,0.029925659126857244
2022,8,0.6541346026931893,143,0.05178496480579163
2022,9,0.6088157122606176,143,0.05899091685062169
2022,10,0.43144616531927027,143,0.036810395118794546
2022,11,0.4941203724092714,143,0.04369458999895006
2022,12,0.4699557708452847,143,0.040974693494886145
2023,1,0.47543819782946606,143,0.04276793495524823
2023,2,0.5308925975221989,143,0.05181173739240323
2023,3,0.5023837232123578,143,0.04685999510867738
2023,4,0.5861994906437223,143,0.05055131500570232
2023,5,0.5440395260001373,143,0.03265208962962621
2023,6,0.2647979881053931,143,0.014179146838858537
2023,7,0.7455291525061892,143,0.05017494049214018
2023,8,0.46552562472571274,143,0.026161618092225666
2023,9,0.6583121832003264,143,0.05114409424590237
2023,10,0.5395967815846098,143,0.03857088570760689
2023,11,0.40614839019647897,143,0.036988047349807686
2023,12,0.20182214205022272,143,0.028945283619763645
2024,1,0.42018439323896567,143,0.04558601869106171
2024,2,0.6111907876108207,143,0.06716916195379774
2024,3,0.5978670096255815,143,0.06827950579742102
2024,4,0.2716803760827635,143,0.031709557005297255
2024,5,0.8413421655320048,143,0.08685524073636407
2024,6,0.7948572302493794,143,0.07136519916985054
2024,7,0.7328967219769869,143,0.06258771933761406
2024,8,0.692133148101338,143,0.049424205146568735
2024,9,0.3496454998418321,143,0.025124344242613988
2024,10,0.5114626598022262,143,0.056397095684043906
2024,11,0.41972077898893184,143,0.043693438565269874
2024,12,0.4191551539914027,143,0.04195657395716456
