year,month,avg_si,num,std
2021,1,1.184628010934807,143,0.23511829995429134
2021,2,1.6231160005110514,143,0.32671597422577686
2021,3,1.1479593505904089,143,0.2491306045759762
2021,4,0.834996999421282,143,0.15934191130905373
2021,5,0.4653897038157094,143,0.09373063161577527
2021,6,1.3504755314640837,143,0.43379265216417523
2021,7,2.4870431081436286,143,0.3694914995444716
2021,8,1.5896681301584688,143,0.1412327766914798
2021,9,0.8508128379343121,143,0.09368160925965727
2021,10,1.8508015011422438,143,0.2145310486096894
2021,11,0.8041759377232953,143,0.11020790420793947
2021,12,1.0296985252033888,143,0.19855379927779632
2022,1,0.9637817672897283,143,0.21439009354094662
2022,2,1.151154666153853,143,0.21588577351957555
2022,3,1.2555464846990854,143,0.1841337407316779
2022,4,0.7805832232590781,143,0.12170468814182886
2022,5,1.2912911958116224,143,0.13604703694007364
2022,6,1.7159426665844166,143,0.14430406660054088
2022,7,0.9936065677390007,143,0.07540851108292326
2022,8,2.3861327902458327,143,0.22689523189010985
2022,9,2.616289518732821,143,0.3306636645903604
2022,10,0.9014030062159537,143,0.0774064784097668
2022,11,1.4237685336781705,143,0.15962841145507356
2022,12,1.14623354565582,143,0.1877650208151669
2023,1,1.0232666804505548,143,0.18487921205288962
2023,2,1.1794021881543675,143,0.2631834129293768
2023,3,1.2613882320649452,143,0.2930342215202399
2023,4,1.8667828821029482,143,0.3244199613281378
2023,5,1.5374602236189967,143,0.22332651623661934
2023,6,0.9176365959610218,143,0.11054684805068256
2023,7,2.4932176759420357,143,0.2369858844089121
2023,8,0.9433692533937292,143,0.0757893392400493
2023,9,1.6654715884247187,143,0.1530671502731009
2023,10,1.3493157133602154,143,0.18927457771212663
2023,11,0.7719104125489494,143,0.1456513063676844
2023,12,1.03033669432939,143,0.15345470671963887
2024,1,0.7900320858502193,143,0.08811403315273915
2024,2,1.5541650488300076,143,0.23234734939996798
2024,3,1.5073149701193194,143,0.23225080451006422
2024,4,0.8174859370157667,143,0.11636832205502853
2024,5,2.4377136532773815,143,0.3935025723936303
2024,6,2.877326011494779,143,0.3926648903941822
2024,7,1.9592694224670142,143,0.20781703046026784
2024,8,1.2967871254917478,143,0.13498571440807786
2024,9,0.9243771244899076,143,0.07358537916215452
2024,10,1.1404129914489434,143,0.13466642803939022
2024,11,0.7928076785344347,143,0.09368268711119948
2024,12,1.0135111386732014,143,0.12476653835873915
