year,month,avg_si,num,std
2021,1,-0.27708499932011665,143,0.026517118111820538
2021,2,-0.36448029858391057,143,0.03324946807147586
2021,3,-0.35916250845897496,143,0.018707858145262626
2021,4,-0.22567710626995421,143,0.018858512506205287
2021,5,-0.27664684269239886,143,0.01707583478802151
2021,6,-0.15288630553330698,143,0.03464701884200939
2021,7,-0.3931210855985834,143,0.01854944517342314
2021,8,-0.2820548483838833,143,0.01779556456898558
2021,9,-0.3418886739932864,143,0.010327246236838181
2021,10,-0.42249119139929364,143,0.022128690414023138
2021,11,-0.3207114710460137,143,0.021958695849421866
2021,12,-0.2386218497577991,143,0.011938129002643082
2022,1,-0.2729829028607396,143,0.015304866206980924
2022,2,-0.3456989600339064,143,0.02357461667280669
2022,3,-0.3206830043112121,143,0.019671967813615333
2022,4,-0.2043984812906719,143,0.013259397631392776
2022,5,-0.4854332462604321,143,0.022404879611527036
2022,6,-0.3159652585589561,143,0.016305473521599168
2022,7,-0.37776204342514436,143,0.01386958507633409
2022,8,-0.33466978237325445,143,0.009788700430885667
2022,9,-0.47987240412855847,143,0.01357414573474565
2022,10,-0.2811647176898266,143,0.014347843991255984
2022,11,-0.37993376975557,143,0.023467948519358687
2022,12,-0.42843699147895287,143,0.011526855855428822
2023,1,-0.34011974780430443,143,0.011927604339688966
2023,2,-0.3585483182469374,143,0.015352702098939339
2023,3,-0.17610311403191112,143,0.009273523565040938
2023,4,-0.4512124039180826,143,0.017145758643091487
2023,5,-0.4232481151687108,143,0.01649593852481894
2023,6,-0.17343832908164028,143,0.008685100226589955
2023,7,-0.49893839082871155,143,0.02606311110561284
2023,8,-0.27764285014183776,143,0.010790100842526736
2023,9,-0.48683951280119303,143,0.020369601448233167
2023,10,-0.30525495136573083,143,0.012479989661444356
2023,11,-0.23981890091088615,143,0.00754600778206739
2023,12,-0.18009246250990824,143,0.011171437637050682
2024,1,-0.20999287735621258,143,0.008669293808704617
2024,2,-0.3975337157244164,143,0.017870425694805347
2024,3,-0.39200377627272925,143,0.019330543729920654
2024,4,-0.2562030073191599,143,0.01815654606513918
2024,5,-0.4727516707474101,143,0.03799011473238024
2024,6,-0.4453196901264184,143,0.04422029128272171
2024,7,-0.37921081693433656,143,0.03668873408318391
2024,8,-0.24072769123770674,143,0.01657244902687094
2024,9,-0.2732730901740524,143,0.012202273656067525
2024,10,-0.38722642263594564,143,0.016909654103119065
2024,11,-0.21300984584479254,143,0.00847032998307766
2024,12,-0.3042475221955829,143,0.019984720063452716
